Items_Produced,Amount_of_Waste
2413,165.81
4493,307.0
970,73.25
1229,94.72
2284,156.35
4365,299.03
4477,306.01
2896,184.12
889,62.95
358,29.59
1617,119.73
3054,205.94
923,80.48
1313,95.69
267,33.58
561,38.75
592,41.29
3059,226.63
2143,144.3
1477,101.09
2200,151.83
1957,134.31
214,11.51
204,7.07
3679,290.87
4240,318.07
1996,133.08
3798,262.51
3539,271.94
1722,137.38
1700,125.59
3126,221.87
4992,346.53
3770,264.33
2667,184.75
2492,166.21
879,88.28
3687,269.06
2373,176.02
3359,214.46
1484,117.12
4292,269.53
368,8.11
2561,191.29
1373,107.62
2935,174.73
4386,319.17
472,54.21
482,20.23
2178,164.11
3119,219.64
4748,336.19
1665,120.48
3279,225.96
1331,121.14
1475,122.04
3527,272.96
693,49.99
2352,162.89
4769,340.25
3078,231.99
254,21.55
3933,276.56
1632,115.71
1837,139.17
4266,300.09
3237,219.67
1166,73.93
2716,183.11
333,2.99
3005,197.55
1609,139.66
503,43.44
3158,230.23
3391,232.07
993,38.94
668,55.36
2503,181.56
4043,290.96
1474,106.62
1131,59.01
915,89.78
2333,184.5
803,79.48
3242,199.27
3100,224.49
3606,268.45
590,50.21
651,45.52
2850,208.29
2158,162.33
3229,235.44
1500,89.14
815,79.87
4301,323.16
1741,131.75
2961,217.96
2671,168.81
1741,120.03
3088,196.47
4921,386.22
311,28.0
4082,298.16
2306,160.22
119,0.0
4837,324.06
4457,293.66
3555,252.05
2116,139.92
2106,165.64
3516,236.35
1225,89.08
1160,70.17
4678,345.0
4829,348.55
2346,150.29
1950,136.15
4322,291.42
2159,172.45
4695,318.32
1843,141.17
4867,345.01
4257,289.08
115,32.01
1879,128.38
1044,53.2
2851,200.45
4493,305.14
4283,328.57
177,24.65
335,41.63
3783,243.55
701,73.38
3197,220.15
2237,143.39
3523,255.99
1803,121.05
1207,76.82
1491,122.72
4109,264.82
673,37.99
448,37.58
2074,153.51
1150,58.01
2744,202.38
4682,336.04
1608,97.86
3459,210.4
4364,287.9
4576,334.42
2427,168.22
1917,121.89
1816,140.42
1732,112.92
542,52.94
3224,226.59
695,24.01
824,68.5
4434,313.14
2768,201.46
2061,138.52
3465,229.73
2051,158.23
4729,337.97
1375,92.71
2592,184.27
1852,119.3
3970,282.68
2124,163.7
3922,314.79
860,61.55
2774,208.61
4164,302.01
3998,286.12
2811,191.44
4953,335.18
4800,329.31
4851,337.97
2947,199.89
719,31.86
2376,175.81
371,11.79
1678,131.98
1540,101.67
1752,104.0
132,0.0
2395,169.0
1813,127.01
515,18.84
4497,306.28
1279,99.15
1302,95.92
4436,304.48
841,79.07
3453,208.7
2722,174.87
2450,158.09
4530,334.61
2757,204.15
3492,281.32
502,43.43
2996,209.3
2267,191.19
1610,98.57
2097,135.47
4142,269.66
819,68.57
2201,156.01
4033,280.45
330,24.68
830,58.77
4372,282.4
2203,176.07
1551,99.28
2127,155.9
3504,234.82
1146,73.43
4493,309.65
1113,79.27
2062,158.76
3895,265.12
2747,186.16
4419,302.2
3453,231.11
4197,299.57
486,53.99
3143,226.57
4094,283.92
2929,231.48
1612,102.63
3545,250.09
4873,364.03
149,0.0
2000,137.13
2409,175.07
3482,248.26
2061,138.45
2038,167.8
2706,182.63
1881,121.01
912,61.53
4786,318.83
1678,92.94
1391,109.3
2275,160.14
1187,76.18
3553,264.53
3383,239.4
1813,122.98
377,14.24
1854,124.68
2032,138.79
798,70.03
296,11.49
3397,241.16
3833,266.15
1857,120.99
1574,114.46
3882,276.92
1620,104.39
1194,76.41
230,4.16
4286,315.89
4644,346.16
852,55.16
793,66.24
261,6.85
1234,82.63
1724,132.16
2185,145.76
3244,221.89
2352,150.1
3759,256.52
2973,216.22
4614,331.25
1679,108.57
1820,111.18
2490,183.57
4088,260.06
2784,208.08
3071,238.34
3334,249.51
4020,289.19
2134,153.59
1723,115.77
4665,318.14
4141,286.28
3379,217.96
3784,236.79
1001,58.38
4964,344.55
2901,190.87
1628,111.28
3030,215.01
1821,150.43
4670,323.89
4072,283.65
601,27.26
2742,192.12
2286,169.01
1240,97.39
2382,165.01
4142,286.12
4504,305.07
2035,143.7
366,40.85
2450,185.24
154,17.27
470,37.35
3278,231.22
4861,323.96
773,71.33
4325,313.47
883,41.46
2178,149.03
185,0.92
2947,236.47
4393,288.31
1765,125.59
938,74.89
1006,52.24
150,26.73
4836,325.48
4809,322.85
4362,315.89
1310,89.4
2886,185.36
944,51.01
4017,264.28
1504,94.19
137,0.0
4305,324.51
1582,137.8
1594,107.56
4515,299.71
3534,273.11
349,34.71
2619,190.98
1442,90.95
3168,220.35
4098,274.45
931,58.85
4593,349.53
2489,193.22
4931,323.33
451,36.99
1598,99.77
4794,319.53
4264,295.04
912,46.32
4204,308.18
2924,214.04
1692,107.24
692,81.3
4005,297.82
2034,132.65
1356,134.17
404,24.4
2641,166.03
2799,180.72
3119,219.99
4292,304.19
3005,208.86
2490,164.83
4080,312.25
1996,133.94
729,45.57
4412,274.59
2630,164.93
4308,323.71
4118,278.36
2291,178.26
3327,222.99
813,45.06
219,18.79
2103,152.7
4091,266.97
4215,287.82
3543,246.61
4733,333.07
128,15.34
731,51.05
4599,337.56
4736,366.3
224,0.32
211,11.66
2972,195.9
709,35.93
1839,124.26
2998,194.75
2275,169.78
2403,201.09
4596,321.2
4810,328.85
4706,305.87
4793,327.45
3437,248.31
987,71.71
1205,70.89
1636,122.94
2877,186.99
4028,288.22
1237,94.76
1840,129.62
1354,116.1
3466,228.82
4369,339.59
2531,155.11
3575,230.26
3561,222.35
3061,207.7
2789,160.8
1708,120.8
480,34.9
4484,302.25
228,11.06
3118,216.0
3422,239.31
2425,162.83
2727,185.08
888,65.43
3240,209.95
1174,75.03
3662,272.14
601,29.17
1732,106.08
3705,242.07
2444,158.52
3537,259.07
2936,217.87
4969,359.51
4095,293.48
613,48.3
562,52.68
4462,305.35
3902,285.17
1466,121.65
3307,207.56
2103,142.6
1605,107.0
592,41.06
3515,252.71
1771,155.24
641,24.52
2642,166.44
799,68.66
494,40.83
3799,259.44
790,50.04
4012,279.18
4053,290.21
3715,269.96
345,37.54
3282,249.27
2445,185.18
2554,175.67
2235,135.98
4789,323.36
4594,291.28
1985,171.92
274,38.07
4464,304.8
1805,135.69
4823,335.43
4346,315.55
1936,144.07
4985,347.12
3359,237.48
3710,251.46
2856,208.05
3817,239.37
4867,347.78
2059,121.93
4570,319.72
373,27.53
3141,223.81
2997,197.44
1381,84.98
112,14.57
1179,74.22
1809,141.19
863,59.66
472,33.03
4129,287.6
573,45.72
2467,172.54
2031,146.72
495,60.81
495,60.17
719,60.74
507,5.74
658,34.57
651,47.46
2726,182.21
4822,343.26
4641,325.14
1238,85.35
3138,216.79
220,0.0
1987,135.73
2751,209.89
2156,153.44
4741,345.54
3615,257.12
3421,248.31
4278,316.67
4189,282.67
4657,342.38
4957,311.02
907,59.05
3510,279.02
687,47.37
4348,321.68
2720,195.44
4375,313.22
1761,106.02
2921,203.08
1088,63.85
773,69.7
135,28.52
2222,149.54
4143,285.9
2356,183.24
718,26.29
2892,219.8
1594,111.77
2818,199.48
4120,289.1
1879,158.26
1466,101.62
1045,53.88
3834,267.8
3062,211.81
4729,327.11
3340,251.78
3252,231.87
532,47.49
1308,39.47
190,11.19
3444,236.67
1231,107.53
1477,123.33
3526,262.54
2414,165.91
2207,140.59
4711,323.03
1181,81.31
3499,248.19
3415,242.11
4700,330.03
1634,114.55
4039,298.01
4743,335.51
4705,322.72
1128,84.19
1597,123.67
3413,268.95
2586,173.98
2173,140.25
3757,267.73
2199,140.92
3139,223.71
2720,213.77
700,35.61
1869,127.39
2840,200.33
1541,117.22
4431,299.24
4498,338.96
2861,210.63
597,47.1
994,63.46
4393,280.12
1361,85.21
2120,150.42
1743,137.31
349,40.45
3872,279.51
1036,64.21
1509,152.0
246,11.01
4684,348.77
1230,89.24
1232,76.1
500,36.41
1769,117.22
2841,169.82
915,65.65
527,27.97
2206,123.77
4692,287.54
4997,345.07
958,43.0
1657,101.25
4870,324.73
310,48.02
4879,351.12
1143,75.67
272,14.15
4896,338.33
708,43.88
3915,278.14
4635,311.7
204,0.0
4763,348.37
3695,245.02
4821,346.72
1205,69.6
1782,136.07
3225,219.14
4707,323.87
4520,325.96
2168,170.5
1105,83.17
2847,201.1
4915,332.76
1213,84.15
3142,222.59
378,39.26
212,24.71
1763,130.66
1756,101.56
3469,264.51
1848,117.5
4317,297.46
2323,157.47
2288,154.27
3455,232.42
2881,210.12
2056,134.27
4827,311.02
838,76.83
1432,109.05
4940,337.23
329,7.71
688,77.3
435,26.92
3480,262.01
502,29.46
4147,302.15
3502,211.78
2446,128.11
2422,188.13
2299,172.46
3306,240.21
1227,82.75
3339,268.02
434,10.1
3066,229.27
3884,275.54
3784,249.44
1086,96.37
2903,212.4
2937,210.42
248,20.24
3640,247.83
2681,188.47
260,22.06
177,41.9
3568,226.5
862,38.47
312,18.4
992,54.91
1391,81.44
4227,313.32
1370,101.12
4170,292.4
3424,229.88
2245,165.57
2235,157.0
1567,103.57
223,33.51
2617,207.28
2426,186.75
1721,130.18
1199,87.98
2484,152.73
3096,222.8
2784,176.07
3659,266.3
2960,211.09
3099,203.19
2696,201.25
1585,89.64
3289,225.45
3133,223.63
2086,147.02
1426,88.22
3961,237.78
4554,327.47
878,106.6
4860,347.85
695,38.8
3698,264.52
2267,166.62
2792,198.89
4020,277.29
745,57.96
230,16.82
1666,145.58
3332,228.05
3551,248.49
3470,229.19
2564,180.37
3952,287.39
1366,93.12
2942,221.01
3618,267.35
966,77.49
2427,187.35
3994,282.47
1133,71.09
4601,328.75
1296,70.34
2422,159.13
3541,252.59
2355,141.41
4269,295.91
4755,375.23
169,24.28
3858,267.22
2032,131.43
619,50.0
4028,270.37
2664,210.3
4903,326.92
4230,290.19
2674,184.06
4822,352.88
2009,146.82
3246,208.24
260,0.0
1547,116.39
2983,182.51
3103,214.03
984,65.07
4419,304.2
228,21.47
3958,305.68
3330,230.69
915,60.77
3227,205.8
1812,128.18
2106,140.25
4903,347.15
3826,273.07
4374,309.46
3565,226.18
2689,186.36
4298,297.16
1297,80.47
559,36.34
1933,139.87
2923,200.19
2592,191.8
3898,272.1
3477,250.25
234,2.54
451,42.82
3291,241.14
1200,74.31
393,35.11
3410,253.13
129,7.06
1921,105.26
1397,114.02
929,65.48
1046,71.18
2295,158.57
4610,325.47
146,0.0
1991,179.43
3254,226.86
1392,120.92
304,25.74
2217,153.6
3484,235.42
1594,112.85
4964,348.68
474,0.0
4949,331.24
1001,69.41
1058,74.19
2122,116.9
2894,200.91
4171,308.02
275,22.63
2040,148.11
179,31.49
1555,131.42
2123,142.39
2851,224.79
1936,114.29
2576,174.46
2595,208.95
578,48.63
3290,217.15
3903,261.74
4375,311.28
2467,167.16
4553,339.4
2795,167.36
211,42.85
1494,110.4
4780,312.62
3477,253.13
1143,57.38
2457,152.06
547,34.11
605,64.28
236,3.03
2778,210.77
4993,379.01
1940,141.55
1172,95.3
2056,126.59
161,15.89
4981,367.49
1737,129.66
2105,140.47
4762,339.43
2781,190.26
1523,127.21
4173,277.45
4824,337.26
4152,317.07
4116,281.98
737,67.5
3619,256.67
4892,359.33
1034,71.47
1191,74.84
2802,187.51
3439,252.38
3235,220.32
3136,246.14
1084,86.1
2390,162.32
2551,203.09
2401,166.14
2222,127.19
191,8.08
2550,158.7
309,26.89
2324,151.15
1920,147.33
971,63.54
1547,150.2
4369,311.27
4123,296.15
3526,255.89
828,62.36
2175,171.3
2587,186.3
319,27.52
1200,90.06
2369,183.83
4298,293.64
4779,302.81
4659,330.95
1594,121.23
3565,234.74
3433,224.15
4669,313.45
501,12.37
4788,343.71
2262,175.8
1651,99.99
3324,240.4
1395,100.76
2090,137.53
1091,92.94
1815,163.36
372,6.71
3710,262.5
2662,185.75
3584,252.24
1115,73.7
3431,249.8
1975,140.82
2223,135.09
2502,174.45
2169,156.33
3707,278.81
3901,267.16
2103,149.76
1707,106.45
1836,149.7
4233,298.13
3625,278.81
700,46.33
4835,336.31
1559,112.3
3704,267.86
4088,310.02
4434,332.54
1214,73.28
3163,217.3
3831,231.15
3781,248.63
2198,153.92
922,93.17
4920,321.62
1328,111.53
965,64.99
462,43.31
2841,196.47
4701,336.25
3867,258.95
2922,177.32
3298,238.29
3651,273.39
707,55.06
1500,126.65
3471,227.44
651,56.85
296,16.36
3711,290.21
3252,206.43
2955,210.53
926,56.76
405,13.35
4206,313.6
1778,100.28
4039,273.71
493,31.38
2310,154.81
1478,109.52
835,56.02
1634,107.07
4975,362.83
4560,317.86
4590,329.06
1967,115.2
1138,70.48
1803,120.79
749,72.15
1017,82.07
3704,229.11
1783,132.9
3292,259.64
3463,251.51
206,0.0
2692,185.14
3261,235.83
2338,151.31
3290,233.09
4337,323.33
585,49.06
3520,238.37
2093,168.7
4065,268.3
4772,339.14
842,35.09
705,31.82
3077,204.64
3744,271.74
4802,342.17
522,34.07
4813,352.5
2069,145.48
591,54.79
1614,131.79
4826,327.18
211,4.94
134,0.0
4860,339.56
3492,266.04
4888,348.47
472,38.64
1990,154.38
3697,282.34
2669,194.59
429,40.56
868,60.29
1135,85.2
3122,233.27
498,27.18
2500,174.52
2985,199.84
1361,105.51
4225,293.93
1241,92.61
1663,86.94
2253,135.54
3458,254.75
2372,153.56
2104,132.55
1941,122.84
1558,112.06
1830,120.98
2580,173.98
3519,236.74
2868,211.82
1480,97.19
2161,146.42
4796,324.11
3942,282.44
1320,118.8
4393,316.63
2650,194.68
2471,187.64
2463,165.93
2890,199.86
4294,272.9
2782,202.37
1551,108.54
2733,181.86
3610,255.35
4785,362.19
178,13.1
1255,90.81
684,75.07
3303,248.85
2690,201.67
411,56.51
161,0.0
201,44.89
1878,146.51
3193,242.29
4017,291.19
3671,244.86
367,0.0
3473,249.07
2603,173.26
1532,96.58
2189,147.06
3937,237.69
4833,323.18
3502,222.64
1660,98.02
2483,161.62
4788,332.93
1235,94.05
2145,177.69
3397,217.37
1021,88.99
4309,295.93
2711,157.69
1720,105.82
4131,300.22
540,39.66
1326,64.01
2949,211.65
4534,300.97
1242,78.35
1930,130.55
4954,348.01
1958,146.84
4140,294.41
851,74.35
721,57.01
1711,123.0
367,19.98
2911,192.64
1290,108.37
1411,90.09
1832,154.55
3627,268.44
717,66.39
4099,276.15
4473,327.68
2619,211.86
278,36.61
4286,333.07
3349,242.54
2548,199.26
2846,208.18
2575,159.4
1283,107.86
3789,254.5
1241,65.91
592,36.49
2177,158.7
199,5.81
3925,292.22
4047,270.06
1015,77.35
4639,322.82
4939,344.0
4050,290.74
2949,218.84
2135,153.84
4873,354.51
3572,256.36
1754,155.52
3286,200.69
3945,222.12
333,30.05
539,16.63
1915,136.56
1963,140.96
1245,62.87
602,48.95
4825,347.45
1573,102.48
2454,191.9
499,11.62
3028,207.57
3128,231.81
1003,84.25
2986,218.48
158,6.12
4963,309.38
1358,83.03
3890,281.57
3512,265.35
3315,248.88
2018,164.71
4731,361.26
3809,267.64
938,69.33
1766,117.25
840,48.92
908,50.28
1661,106.11
1631,115.13
871,77.79
3874,275.96
862,60.13
1524,105.77
2678,179.1
3927,269.52
3946,255.09
3749,259.5
3806,263.64
1377,87.39
3531,241.58
2064,167.05
314,19.23
3627,226.09
3035,220.74
228,33.59
4212,320.83
4362,278.93
2204,170.84
1429,102.26
4173,307.48
2114,128.8
1816,156.88
900,51.95
1281,78.94
4801,334.47
4615,333.88
4616,320.0
1784,141.33
3584,245.02
3179,221.7
4008,264.45
2929,203.02
184,46.57
3849,281.03
4315,351.66
2474,194.9
4478,318.45
2438,153.58
3096,236.15
2208,141.73
3808,250.08
144,7.42
1214,72.8
740,70.58
1585,101.58
4062,304.6
4586,325.5
3534,243.26
1313,89.69
4601,314.66
2984,220.07
3512,250.84
4309,285.74
1666,103.73
3481,227.93
3710,271.36
434,52.91
698,66.76
3743,268.38
2981,227.48
2917,207.66
452,39.24
2264,150.93
3796,258.27
1399,99.92
1133,104.71
669,70.54
1426,108.77
1314,87.39
4950,332.36
1802,133.58
4257,341.43
3231,214.54
428,26.29
1570,123.18
611,67.58
4746,343.28
1779,122.47
3634,244.03
3867,290.3
3019,193.37
4683,289.08
426,56.26
3132,233.63
4016,258.37
799,67.23
3374,229.18
2167,131.73
1499,108.89
163,0.0
197,3.1
306,5.31
4656,329.17
4116,304.85
4477,298.48
4949,353.25
1559,115.51
1696,99.71
3938,276.98
3176,235.4
1383,113.93
881,60.16
4820,321.33
1407,101.01
2771,198.63
2598,170.2
4674,300.91
3948,288.4
2725,194.63
4730,313.56
260,42.98
511,41.69
1442,76.85
4587,329.76
519,56.87
3294,226.16
485,61.94
1529,105.11
2482,190.6
4030,248.44
1208,84.37
2868,219.9
285,0.0
134,33.34
346,39.17
4348,317.58
859,66.14
2939,190.3
4785,337.8
1531,110.82
2476,141.36
2021,134.22
4201,291.67
1916,142.17
1972,129.63
2662,179.4
232,2.17
3738,297.41
832,40.22
519,14.62
3975,287.95
992,57.71
2266,137.69
3808,263.43
3583,250.4
991,77.31
4102,290.33
599,43.22
1458,109.5
2516,188.7
3487,235.52
2222,147.69
3945,287.36
155,6.72
4350,292.93
781,44.57
3908,251.52
1142,86.18
1112,105.36
4042,297.37
240,7.05
1897,101.63
3777,248.8
3900,271.66
4335,315.26
2680,198.93
4988,342.9
2953,205.78
2398,158.74
1448,93.91
128,12.68
3105,209.6
1611,94.0
2298,162.3
4760,342.27
3160,214.01
1105,113.5
2530,175.81
2079,133.3
3723,287.9
4314,323.35
964,103.61
4746,331.71
167,6.17
1897,131.63
1426,109.33
386,45.2
1962,152.66
497,35.04
2777,205.29
3358,220.47
2537,163.86
1751,124.64
2002,106.87
3701,259.12
1025,86.16
2623,189.47
974,89.23
1124,72.38
4892,320.64
3508,233.74
3358,236.45
2328,188.27
245,45.58
3195,193.54
2314,158.7
2237,145.09
2051,133.72
1847,125.88
2217,143.72
3262,237.26
4140,314.4
3411,262.74
2629,172.19
1535,105.33
3618,277.09
3628,261.19
1665,135.82
1501,114.55
2882,217.08
1374,88.78
252,8.03
3052,185.1
1187,65.33
3942,270.33
4190,264.56
4553,332.01
4734,332.07
2646,180.94
2733,189.39
3237,243.57
2776,179.65
2206,136.25
2827,190.87
4346,326.64
408,17.08
1317,96.37
3148,211.68
2430,138.41
2514,159.66
1926,118.5
4395,311.56
1501,116.96
1247,59.59
170,10.41
4125,286.11
2288,191.02
1583,110.34
2774,208.98
3188,200.9
1308,85.33
4082,262.08
2225,148.5
4058,282.85
502,9.17
2310,174.52
4341,312.06
628,56.99
1928,137.88
250,1.05
558,52.58
2705,175.23
823,34.35
2282,152.41
1722,116.98
506,37.59
4798,321.73
2296,183.78
2461,179.43
1045,83.16
2815,213.26
585,45.29
842,63.65
2002,137.39
2208,152.27
4775,343.42
4065,265.91
569,24.46
4585,352.48
199,10.19
567,89.07
4182,304.74
2600,190.25
2462,160.25
4004,275.95
3980,250.16
3686,259.44
225,3.65
4878,334.41
4827,329.38
1336,76.87
384,0.0
3647,253.36
324,20.26
3069,189.18
4448,302.71
4496,309.01
1324,98.57
1952,126.63
503,40.95
2430,183.81
4900,329.74
2924,187.37
1503,86.59
4125,296.1
406,23.16
4105,281.11
1719,122.25
2806,168.08
4879,349.23
3438,233.2
1505,94.75
945,62.18
3388,242.25
4842,332.36
2401,154.71
563,55.32
3489,231.07
1380,77.83
1039,65.39
622,43.33
526,19.34
633,42.6
1232,95.22
4501,331.07
4017,258.2
4931,353.61
1664,110.16
488,36.24
3027,198.68
874,48.69
2617,178.1
130,0.0
2534,165.04
1396,82.32
3701,259.53
4274,293.04
1376,74.16
4058,270.12
3800,278.07
4681,307.38
1478,115.97
1971,129.83
204,27.88
4801,328.05
198,28.36
3828,289.46
1970,141.49
269,19.33
4990,363.66
4132,288.37
2945,191.39
1316,74.53
4711,332.85
238,10.1
2333,167.84
2288,162.68
877,47.74
4663,332.16
3445,257.9
4812,335.62
2254,148.96
198,0.0
1295,104.16
1787,112.3
864,84.19
3459,241.86
4130,297.02
2791,189.16
100,21.35
4216,282.39
239,34.32
3300,218.51
1529,98.74
4401,303.04
767,86.96
299,13.32
3235,224.06
1224,104.93
4924,361.2
3226,242.85
2490,155.08
328,17.98
4915,356.49
4103,298.52
2640,191.99
1620,95.88
2369,162.68
4706,309.77
4270,300.28
3218,224.75
2608,179.19
4826,344.13
1807,125.55
4135,285.23
3204,219.43
1455,108.35
1400,104.26
3140,210.67
1297,72.32
4908,347.13
1185,93.65
4929,350.36
153,16.37
979,57.45
3462,242.74
3086,209.1
572,40.61
411,16.71
2303,155.6
826,45.1
2944,203.59
4862,333.89
4938,344.3
1526,93.13
2493,150.09
1417,111.26
4070,261.92
2256,171.16
173,2.22
1403,113.76
539,47.77
3863,263.7
3400,222.82
652,55.34
1017,57.12
3028,195.21
1100,80.79
2891,222.22
205,0.0
827,54.09
459,20.37
4409,281.29
934,63.46
4637,332.42
1869,136.89
4360,300.87
2533,211.15
1564,114.2
3386,247.56
2608,180.32
400,55.52
2200,157.68
3248,221.38
2615,177.16
2523,159.38
3594,265.42
4775,334.46
1954,147.29
318,32.71
4709,298.05
358,31.15
3827,263.78
1981,134.03
3817,274.97
4998,348.91
2313,176.88
4151,294.95
4771,325.05
2616,161.87
2051,139.76
1760,125.24
3450,248.72
2292,135.28
4424,301.12
2690,214.93
3136,223.11
415,44.65
3938,256.28
172,24.82
2233,152.46
2509,174.19
3189,207.78
3445,243.21
3536,262.79
4297,279.35
981,57.44
354,23.58
1715,146.46
1302,86.64
1667,105.5
2936,219.09
4458,316.79
751,40.08
1822,140.46
2495,185.83
628,30.42
3760,289.74
2653,188.49
350,9.67
4329,329.44
3056,229.38
3563,247.79
1194,94.95
2257,149.61
3131,213.66
2168,150.75
1965,125.62
3604,232.97
4489,338.47
1757,90.48
3742,279.09
2927,216.78
1515,85.59
1466,99.09
3859,274.18
717,61.34
4188,278.97
1673,115.21
4160,297.09
3205,208.07
2511,154.67
1091,75.91
4528,297.63
182,0.0
4577,322.69
863,50.38
2155,141.56
2592,204.66
2260,169.81
4811,352.43
2014,129.51
1207,85.09
1899,146.32
243,20.48
3987,290.33
2203,144.86
4909,331.92
720,29.32
729,57.95
1676,126.47
2438,180.16
1592,101.28
2466,179.53
3885,292.67
1762,139.78
2602,199.93
3943,246.75
1563,128.79
4691,314.34
2692,194.18
4370,303.81
3154,207.76
3717,246.79
4596,332.36
2355,167.97
708,40.08
4314,276.22
2429,146.61
2093,124.99
3149,247.49
1618,125.17
1338,112.47
4871,334.71
1832,104.57
3344,243.2
3643,260.68
3951,275.0
1718,120.53
2884,239.64
213,18.1
1033,47.91
560,36.5
1851,118.25
1121,75.5
1354,110.77
1702,125.45
687,38.33
1608,124.1
3749,281.76
1157,81.8
708,61.87
2310,147.56
2818,211.29
1853,149.73
2491,182.73
1188,97.24
2390,176.3
657,22.38
382,16.21
1821,140.24
1398,88.43
2005,134.76
3105,224.14
4439,321.03
594,38.44
497,19.18
1436,105.55
1618,96.13
332,38.54
1408,102.72
2662,201.47
643,43.48
1439,101.11
197,1.03
529,0.0
3507,230.62
2123,130.38
2739,179.41
1481,103.01
1271,91.89
1172,81.29
4349,284.41
1379,112.19
3347,239.41
3817,235.85
4176,284.33
2590,172.38
1891,144.03
3716,245.09
4657,294.23
2391,177.96
1123,79.63
3301,224.26
2480,191.05
4367,285.65
4982,365.16
2757,211.09
2540,201.2
1538,117.25
231,2.53
850,54.95
4532,322.98
3560,268.5
1616,106.5
2570,167.06
964,75.98
2879,204.79
2416,174.49
3071,229.55
2032,148.71
1436,95.59
1606,128.1
2507,178.29
4475,320.88
4204,313.08
106,3.2
3272,230.15
989,87.86
4985,346.21
2731,202.74
2151,138.39
2317,172.2
2072,164.47
2961,205.43
715,64.36
2716,199.1
2745,174.89
4525,318.93
2235,163.96
4434,327.44
2507,178.0
609,55.75
2890,198.37
912,48.54
1511,78.59
2101,137.71
3978,250.11
1956,117.26
115,0.0
3729,249.0
2909,181.18
282,14.36
775,54.78
2754,168.91
274,40.26
2963,227.83
1913,131.5
3199,231.6
3847,272.36
721,41.75
773,32.52
2594,172.35
3236,218.49
1843,147.15
1598,131.15
