ad budget,units sold
5866,7427
9429,17365
44352,33424
45515,43457
23837,24606
35075,26144
35853,35283
27395,28032
17415,1060
32986,30598
25104,27766
1291,0
4686,0
46347,38325
2642,11585
32477,19454
25150,10653
9769,5095
30833,21110
4909,0
33078,22957
13268,12707
11844,20613
9638,11080
38141,35350
12233,3257
31496,24630
18806,13723
41326,35017
14271,14997
40513,38128
20465,16563
40502,29264
14860,19232
9250,11751
42418,37643
22310,17611
28982,30483
33206,19022
10764,13969
44661,41057
13842,5669
38491,26710
45372,28588
25043,23097
38971,15687
3976,4520
8426,2158
23887,13204
27710,10899
42387,28592
48470,47355
7486,1674
40258,34725
47882,31760
23623,25054
24806,23475
6973,4212
47215,39162
49626,41606
46939,31545
30157,19245
6521,10724
13891,20393
17795,15117
23474,22935
27507,29233
11687,7401
34014,26752
12009,13893
24226,32482
23948,23653
35939,30573
45291,32711
49296,39089
49044,43360
41225,36464
23102,14884
35828,36522
37102,37548
46855,36818
34712,29451
27823,18414
6361,237
26838,23553
15638,7827
39052,35132
24265,17030
25751,26902
43012,33896
11916,0
10509,6174
46532,37867
32102,15279
48659,29082
25324,19134
15003,18030
28943,26943
43634,34821
34101,22165
30943,19346
10456,12260
12369,11084
20329,21390
14218,18598
22164,15007
38424,33380
13410,14161
30730,20400
3665,0
40899,37056
38703,30973
1415,0
34475,22665
25172,12435
3684,798
8494,622
20750,17213
20887,30397
21826,20223
7180,12147
47779,40627
3559,0
41905,34283
4971,0
36725,24433
19113,13931
43861,38875
13951,9330
26617,26446
33794,28135
3583,4770
26628,20948
27250,29515
4055,0
7801,2375
35426,26432
37719,33189
41067,36677
24840,16510
10933,14128
32979,20501
46047,41115
5137,6256
12423,10043
25315,23091
35482,27671
45156,37656
37115,44128
35754,33969
37312,26597
24363,17659
18085,21717
43414,32362
37554,40248
15415,16924
48052,30305
22398,23128
33691,14015
7659,4037
21644,22446
4044,0
4883,16083
32712,31980
20324,10386
49119,48415
22545,6578
19204,9318
24268,10924
16762,1560
29371,21498
19847,17025
37139,30679
42295,34618
11116,9208
31125,17811
32404,22908
29436,7043
3788,9508
33149,27087
5125,4510
4606,8361
42534,39133
33988,25023
22306,17144
43973,44575
11833,5955
22997,27741
34521,25515
30948,13309
47643,38652
8488,4642
40974,24690
43448,34272
8938,4237
39726,43024
16770,19227
7635,340
9629,3262
32668,32138
22487,25265
13869,9097
10219,5290
41797,32675
17673,15878
17763,18564
45933,41411
12043,3301
10570,6298
7886,0
2958,2225
44087,26942
25641,16122
3183,9171
30070,26396
4774,5914
30018,24028
21303,25465
15272,8451
23586,19850
34545,28297
3566,762
43863,47920
11953,2237
32696,15067
8404,7371
33846,23459
2581,0
15066,14308
41735,34839
8839,13805
35930,25408
23129,7349
31845,19846
14913,399
1964,10552
11739,15426
3673,10638
39061,35248
32171,17334
24643,17290
35486,33144
11624,0
2228,4427
44370,40166
35608,42066
17920,20069
20689,19402
8124,6670
43124,37759
32339,29534
8587,0
4527,4902
34067,11385
46358,23563
4963,4223
38455,33635
37939,22396
21243,23557
33693,36071
46835,42304
4695,3596
10112,9927
33059,27124
8242,7877
10941,2608
21001,14565
3700,3317
19085,17291
14339,15008
16834,7477
12084,8631
30543,22824
36930,41301
42074,35158
32902,30364
30044,30014
14137,16433
35905,16517
6948,4489
48461,42837
33567,27634
32189,15743
49867,33633
49978,34655
32871,28266
19189,16756
23797,28181
4569,3731
27012,22831
13977,3160
33049,25504
22694,31796
45388,38363
34224,24020
17832,16759
33835,33320
2862,5276
19186,20338
30545,30192
46522,38158
45391,38287
41322,29468
9319,3798
39663,31247
46788,29484
29401,25734
33228,21805
13202,11635
39283,34530
21122,8997
34135,29768
23585,6476
49408,43059
49229,42999
15897,16740
22291,19895
33826,23952
9294,4539
5507,709
29854,30062
48520,48960
16475,13687
45905,30795
15334,10599
19830,21738
48882,42429
49803,40046
28278,21037
19749,5669
31511,23920
38469,28449
41185,30421
26072,22547
43326,45164
32146,25836
12057,13235
27427,21577
42982,34019
45090,42917
49654,41965
12036,14303
15060,19487
14607,13863
36102,30349
25074,24481
49864,35998
20773,12828
33970,22623
33998,24255
29210,16247
45088,26132
12683,5216
3962,0
36095,30579
31000,25393
30137,28556
36552,23647
47253,40796
34571,22805
46321,41702
48350,27749
44861,34465
40164,29737
48578,43644
17559,18739
43404,42036
49074,27174
45963,45748
6691,0
4532,13874
49991,53335
21733,24533
18927,9998
44114,27824
14482,7354
27681,25568
6456,0
4413,0
8085,12955
28937,19547
21563,22738
10332,12895
38575,32046
8386,11745
27337,30754
35708,33152
30572,29204
34424,29865
36271,26418
12030,11474
14138,12565
48369,41630
16646,15318
29812,21106
24422,26374
11645,6152
15628,14868
25486,23479
23409,12428
40266,41584
23732,18740
47557,32084
20425,16342
13195,4709
19722,12298
17494,10398
22571,17242
35486,36577
23900,19758
1125,1886
49814,36989
20318,17954
39685,31549
44162,34827
8590,11114
35850,23031
13134,18106
26230,4810
16058,12288
15301,20393
38861,38329
28039,23381
1284,0
39334,30667
44525,51169
41986,37841
19658,5523
29443,24052
4972,386
27167,14114
14679,14639
45341,30451
30519,33705
26704,29410
37881,25927
32948,21605
15378,16342
11328,15169
25732,19076
18673,20809
11373,19085
6720,7355
6153,0
7226,10494
3976,4040
39019,29286
37267,34324
20297,23480
17587,15186
19206,1690
26935,22267
30633,25868
11736,24904
42401,34699
7971,5349
10507,12544
26724,19578
23166,14416
14158,1760
26774,17846
12108,0
13077,12161
5175,5435
36627,33480
3962,0
14616,3061
33253,38947
18751,14529
46625,41499
6210,5765
33390,31182
36677,30710
44176,30529
37173,32989
16993,15418
27859,12193
21878,19270
15923,10416
34588,23670
28100,28332
25086,19638
41023,32570
48709,39503
33571,26663
12017,9027
38221,39313
20513,12305
45974,26358
47478,38250
15860,7051
9086,688
49544,39541
19050,16888
41157,31884
20784,13887
12774,9016
35968,28469
13142,10498
24007,8452
26158,26170
7051,0
32576,22034
5115,0
20024,17023
7371,1633
29690,22649
40355,27827
33420,20411
44375,20440
49002,35653
47698,30898
10080,11182
2883,14792
5821,15636
37590,29585
9338,2724
23007,6707
3477,269
14135,5835
43423,30315
11437,0
49100,43496
10502,11457
30236,18696
1368,6230
26839,21829
47366,41074
36515,33857
8562,9040
8139,1588
28141,28809
43778,39659
7704,10887
2887,0
12975,1578
1544,10312
20448,12530
23830,20579
47323,45097
24926,29739
32002,29046
48581,35732
14333,9747
17942,16578
15684,13597
27088,17374
23447,2838
9861,3473
25833,19388
18454,14705
2050,11880
21422,23540
22530,15254
48060,41471
16756,0
5022,11374
42104,30705
3634,4030
28145,22695
8288,12788
9992,5902
35253,33140
28005,24592
13166,11268
29065,22603
18798,11982
30301,23246
4894,1622
4846,6390
15481,5578
43154,34956
31221,34074
48764,36372
9048,9868
28386,8769
34336,17984
40258,31408
24853,19431
35713,28818
17791,27378
5228,685
12945,10862
42573,29760
40899,37141
